#Constant Temperature fit results; RIPL III discrete level library; December 2021 
#  Z   A El         T        dT        U0       dU0NlevNmax  N0  Nc     Umax       Uc     Chi Fit Flag NoX  Xm  EX   sigma
#               [MeV]     [MeV]     [MeV]     [MeV]                    [MeV]    [MeV]                         [MeV]     
#-------------------------------------------------------------------------------------------------------------------------
  67 154 Ho   0.32569   0.01481   0.34015   0.03193  39  11   7   3  1.33900  0.24300  4.799E-01   F   0             7.195
  67 155 Ho   0.32748   0.01437  -0.34702   0.03932 127  17  14   3  0.56522  0.14187  4.839E-02       0             3.390
  67 156 Ho   0.33212   0.01405   0.00000   1.00000  13   1   1   7  0.00000  0.21574                  0             0.000
  67 157 Ho   0.33940   0.01393  -0.58846   0.04336 248  35  14   4  0.61006  0.08358  8.190E-02   F   0             3.084
  67 158 Ho   0.34912   0.01409  -0.66737   0.03807 121  32   7   3  0.53150  0.07490  3.167E-01   F   0             4.613
  67 159 Ho   0.36111   0.01464  -0.55110   0.04374 126  28  14  10  0.64915  0.34160  4.014E-02       0             3.111
  67 160 Ho   0.37516   0.01565  -0.60024   0.03390  74  11   7   6  0.24255  0.16956  2.341E-01   F   0             4.468
  67 161 Ho   0.39093   0.01717  -0.63288   0.05254 137  34  13   6  0.78812  0.25268  1.468E-02 *     0             3.369
  67 162 Ho   0.40794   0.01913  -0.63346   0.05540  63  24  14   7  0.76580  0.17980  4.211E-02 *     0             5.339
  67 163 Ho   0.42545   0.02135  -0.66113   0.06725 104  42  12   8  0.99000  0.39207  1.978E-02 *     0             3.666
  67 164 Ho   0.44240   0.02353  -0.94973   0.07430  94  39  14   5  0.67000  0.16740  2.134E-02 *     0             4.325
  67 165 Ho   0.45740   0.02525  -0.68031   0.08632 273  45  20  12  1.07963  0.53901  1.068E-02 *     0             3.777
  67 166 Ho   0.46909   0.02613  -1.17770   0.10592 356 154  14  11  1.17490  0.28696  1.997E-02 *     0             3.382
  67 167 Ho   0.47710   0.02616  -0.42095   0.06602  32  24   7   5  1.40300  0.31975  7.895E-02 * F   0             2.528
  67 168 Ho   0.48144   0.02552   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  67 169 Ho   0.48234   0.02453  -0.31082   0.06381  31  29   7   9  1.78600  0.49200  1.079E-01 * F   0             2.739
  67 170 Ho   0.48021   0.02358   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  67 171 Ho   0.47557   0.02300   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  67 172 Ho   0.46901   0.02294   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  67 173 Ho   0.46114   0.02334   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  67 174 Ho   0.45253   0.02401   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  67 175 Ho   0.44370   0.02470   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  67 176 Ho   0.43513   0.02521   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  67 177 Ho   0.42721   0.02537   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  67 178 Ho   0.42032   0.02510   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  68 142 Er   0.68577   0.03836   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  68 143 Er   0.61954   0.03221   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  68 144 Er   0.56030   0.02769   0.00000   1.00000   2   1   1   2  0.00000  0.33000                  0             0.000
  68 145 Er   0.50893   0.02449   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  68 146 Er   0.46533   0.02222   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  68 147 Er   0.42893   0.02056   0.00000   1.00000  16   1   1   1  0.00000  0.00000                  0             0.000
  68 148 Er   0.39899   0.01929   1.93978   0.03880  62   8   7   2  2.78210  0.64589  2.669E-02       0             0.000
  68 149 Er   0.37484   0.01826   0.00000   1.00000  15   1   1   1  0.00000  0.00000                  0             0.000
  68 150 Er   0.35590   0.01738   1.96624   0.03497  29   8   7   9  2.73330  2.79650  6.426E-02   F   0             0.000
  68 151 Er   0.34178   0.01663   0.84219   0.03345  57   8   7   1  1.54855  0.00000  1.436E-02       0             0.000
  68 152 Er   0.33225   0.01595   1.84311   0.03195  54   8   7   3  2.94760  1.48090  9.566E-01   F   0             0.000
  68 153 Er   0.32711   0.01535   0.46354   0.03088  43   8   7   1  1.13270  0.00000  4.465E-02       0             0.000
  68 154 Er   0.32569   0.01481   1.86583   0.02979  55   8   7  15  2.58360  4.49900  1.081E-01   F   0             0.000
  68 155 Er   0.32748   0.01437  -0.17285   0.03188  99  12   7   1  0.60677  0.00000  8.639E-02   F   0             3.249
  68 156 Er   0.33212   0.01405   0.57586   0.03196 151  13   7   6  1.40615  1.22074  5.930E-02   F   0             2.471
  68 157 Er   0.33940   0.01393   0.00000   1.00000  19   1   1   1  0.00000  0.00000                  0             0.000
  68 158 Er   0.34912   0.01409   0.31347   0.02834 140   8   7   9  1.04339  1.18378  1.545E-02       0             0.000
  68 159 Er   0.36111   0.01464  -0.49780   0.03682 150  22   7  11  0.61718  0.34834  1.200E-01   F   0             3.396
  68 160 Er   0.37516   0.01565   0.24262   0.03149 236   8   7   6  1.00793  0.89350  5.532E-02   F   0             0.000
  68 161 Er   0.39093   0.01717  -0.63155   0.04736 132  34   7  20  0.73800  0.50885  1.556E-01   F   0             3.614
  68 162 Er   0.40794   0.01913   0.27990   0.04877 129  21   7  13  1.50636  1.35677  6.538E-02   F   0             2.840
  68 163 Er   0.42545   0.02135  -0.82586   0.07052 366  40  18   9  0.73538  0.19930  1.122E-02 *     0             3.408
  68 164 Er   0.44240   0.02353   0.18907   0.07322 212  48   7  17  1.87526  1.48369  9.766E-03 *     0             3.422
  68 165 Er   0.45740   0.02525  -0.92508   0.08227 104  43  15   5  0.76940  0.09796  1.844E-02 *     0             3.321
  68 166 Er   0.46909   0.02613   0.14121   0.09834 234 112   7  12  2.35291  1.37604  8.806E-03 *     0             3.681
  68 167 Er   0.47710   0.02616  -0.84994   0.09179 201  56  18   1  1.05896  0.00000  1.405E-02 *     0             3.943
  68 168 Er   0.48144   0.02552  -0.04630   0.09964 458 135   7  13  2.31107  1.26390  3.477E-03 *     0             3.771
  68 169 Er   0.48234   0.02453  -0.76220   0.07673 159  53   9   3  1.15000  0.07459  6.836E-03 *     0             3.476
  68 170 Er   0.48021   0.02358  -0.15209   0.07874 174  65   7   4  1.82461  0.54068  1.866E-02 *     0             3.655
  68 171 Er   0.47557   0.02300  -0.72784   0.06676 105  30  11   1  0.90713  0.00000  1.264E-02 *     0             3.327
  68 172 Er   0.46901   0.02294   0.07364   0.05899  67  22   7   1  1.50090  0.00000  4.295E-02       0             3.605
  68 173 Er   0.46114   0.02334   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  68 174 Er   0.45253   0.02401   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  68 175 Er   0.44370   0.02470   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  68 176 Er   0.43513   0.02521   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  68 177 Er   0.42721   0.02537   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  68 178 Er   0.42032   0.02510   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  68 179 Er   0.41468   0.02436   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  68 180 Er   0.41025   0.02328   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  69 144 Tm   0.56030   0.02769   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  69 145 Tm   0.50893   0.02449   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  69 146 Tm   0.46533   0.02222   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  69 147 Tm   0.42893   0.02056   0.00000   1.00000  13   1   1   2  0.00000  0.06800                  0             0.000
  69 148 Tm   0.39899   0.01929   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  69 149 Tm   0.37484   0.01826   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  69 150 Tm   0.35590   0.01738   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  69 151 Tm   0.34178   0.01663   3.02603   0.04544  20  17  14   1  4.40720  0.00000  4.716E-01   F   0             7.078
  69 152 Tm   0.33225   0.01595   0.24447   0.03366  20  10   7   1  1.09321  0.00000  4.058E-01   F   0             4.333
  69 153 Tm   0.32711   0.01535   0.11577   0.04101  64  15  14   1  1.02020  0.00000  7.847E-02   F   0             2.823
  69 154 Tm   0.32569   0.01481   0.49831   0.02977  34   8   7   1  1.20498  0.00000  1.139E-01   F   0             0.000
  69 155 Tm   0.32748   0.01437   1.46848   0.03841  27  15  14   2  2.37680  0.04100  5.980E-02   F   0             6.199
  69 156 Tm   0.33212   0.01405   0.00000   1.00000  15   1   1   2  0.00000  0.11520                  0             0.000
  69 157 Tm   0.33940   0.01393  -0.46306   0.03724  73  15  14   1  0.45828  0.00000  1.354E-02       0             1.734
  69 158 Tm   0.34912   0.01409   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  69 159 Tm   0.36111   0.01464  -0.49003   0.04122  74  20  14   1  0.58431  0.00000  4.807E-02       0             3.155
  69 160 Tm   0.37516   0.01565  -0.66333   0.03615  79  15   7   4  0.34190  0.09943  2.887E-01   F   0             3.907
  69 161 Tm   0.39093   0.01717  -0.69361   0.04742  96  18  14  12  0.43331  0.32670  3.701E-02       0             2.868
  69 162 Tm   0.40794   0.01913  -0.73195   0.05617 198  45   7   5  0.82040  0.16335  2.661E-01   F   0             4.908
  69 163 Tm   0.42545   0.02135  -0.84610   0.06104 142  22  14   2  0.45119  0.01352  5.830E-02   F   0             2.923
  69 164 Tm   0.44240   0.02353  -0.95477   0.07001 157  55   7   2  0.79350  0.02000  3.525E-01   F   0             5.228
  69 165 Tm   0.45740   0.02525  -0.87817   0.07646 204  36  12  17  0.79732  0.41349  1.958E-02 *     0             3.642
  69 166 Tm   0.46909   0.02613  -1.12666   0.08746 235  55  14   1  0.75056  0.00000  3.114E-02 *     0             5.670
  69 167 Tm   0.47710   0.02616  -0.93324   0.08665 138  39  19   4  0.78777  0.14242  9.812E-03 *     0             3.630
  69 168 Tm   0.48144   0.02552  -1.25552   0.08907 193  76  14   1  0.81800  0.00000  2.754E-02 *     0             4.188
  69 169 Tm   0.48234   0.02453  -0.77735   0.07444 153  35  12   6  0.96400  0.33212  1.198E-02 *     0             3.653
  69 170 Tm   0.48021   0.02358  -1.13598   0.09076 260  93  20   5  1.02500  0.18319  1.661E-02 *     0             2.716
  69 171 Tm   0.47557   0.02300  -0.56303   0.06906  63  30  13   7  1.05901  0.42496  1.211E-02 *     0             3.751
  69 172 Tm   0.46901   0.02294  -0.68743   0.05865  24  22   7   1  0.71950  0.00000  2.519E-01   F   0             3.241
  69 173 Tm   0.46114   0.02334  -0.26381   0.05840  34  23   7   1  1.51440  0.00000  9.987E-02 * F   0             2.975
  69 174 Tm   0.45253   0.02401   0.00000   1.00000   8   1   1   1  0.00000  0.00000                  0             0.000
  69 175 Tm   0.44370   0.02470  -0.14888   0.06602  32  15  14   1  1.07200  0.00000  5.848E-02   F   0             3.060
  69 176 Tm   0.43513   0.02521   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  69 177 Tm   0.42721   0.02537   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  69 178 Tm   0.42032   0.02510   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  69 179 Tm   0.41468   0.02436   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  69 180 Tm   0.41025   0.02328   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  69 181 Tm   0.40699   0.02201   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  69 182 Tm   0.40485   0.02071   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  70 148 Yb   0.39899   0.01929   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  70 149 Yb   0.37484   0.01826   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  70 150 Yb   0.35590   0.01738   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  70 151 Yb   0.34178   0.01663   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  70 152 Yb   0.33225   0.01595   0.00000   1.00000   7   1   1   2  0.00000  1.53140                  0             0.000
  70 153 Yb   0.32711   0.01535   0.00000   1.00000  15   1   1   1  0.00000  0.00000                  0             0.000
  70 154 Yb   0.32569   0.01481   2.79260   0.02974  29   8   7   1  3.69640  0.00000  4.952E-01   F   0             0.000
  70 155 Yb   0.32748   0.01437   0.00000   1.00000  17   1   1   1  0.00000  0.00000                  0             0.000
  70 156 Yb   0.33212   0.01405   2.87803   0.02975  31  10   7  12  4.09040  4.73230  6.547E-01   F   0             6.810
  70 157 Yb   0.33940   0.01393   0.50104   0.02794  49   8   7   1  1.32880  0.00000  4.185E-01   F   0             0.000
  70 158 Yb   0.34912   0.01409   1.77290   0.02992  56  10   7   1  2.65340  0.00000  2.916E-01   F   0             4.937
  70 159 Yb   0.36111   0.01464   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  70 160 Yb   0.37516   0.01565   0.42954   0.03327 128  10   7   4  1.29272  0.82051  2.454E-02       0             2.424
  70 161 Yb   0.39093   0.01717  -0.56071   0.03453  75   8   7   3  0.23060  0.11079  1.611E-01   F   0             0.000
  70 162 Yb   0.40794   0.01913   0.25026   0.04061  97  10   7   8  1.19801  1.12958  6.859E-02   F   0             2.396
  70 163 Yb   0.42545   0.02135  -0.72056   0.05260  63  22   7   2  0.57850  0.05388  1.110E-01   F   0             3.572
  70 164 Yb   0.44240   0.02353   0.14804   0.04730 135   8   7   4  1.07348  0.76005  1.666E-02       0             0.000
  70 165 Yb   0.45740   0.02525  -0.79655   0.06304  97  22   7   5  0.59119  0.13252  2.000E-01   F   0             3.379
  70 166 Yb   0.46909   0.02613   0.11825   0.07076 115  27   7   4  1.61678  0.66797  4.801E-02       0             3.296
  70 167 Yb   0.47710   0.02616  -0.97550   0.07564 177  46   7   7  0.83500  0.17888  2.935E-01   F   0             3.883
  70 168 Yb   0.48144   0.02552  -0.00984   0.07370 176  35   7   6  1.69800  0.98400  1.754E-02 *     0             3.154
  70 169 Yb   0.48234   0.02453  -0.84899   0.07754 238  47  11  13  0.99669  0.40504  1.367E-02 *     0             3.852
  70 170 Yb   0.48021   0.02358   0.00094   0.07564 213  54   7   8  1.91100  1.14572  1.775E-02 *     0             3.738
  70 171 Yb   0.47557   0.02300  -0.74149   0.06553 178  40   8  14  1.00477  0.48729  2.988E-02 *     0             4.023
  70 172 Yb   0.46901   0.02294   0.03132   0.07774 307  69   7  14  2.00980  1.33069  1.179E-02 *     0             3.872
  70 173 Yb   0.46114   0.02334  -0.57320   0.05611 113  17   7  10  0.65940  0.48200  4.404E-02 *     0             3.428
  70 174 Yb   0.45253   0.02401   0.34068   0.07649 204  52   7   7  2.12304  1.33600  1.008E-02 *     0             3.348
